Row_ID,Customer_ID,Customer_Name,Gender,Age,City,State,Country,Membership_Type,Order_ID,Order_Date,Delivery_Date,Payment_Method,Order_Status,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Shipping_Cost,Tax,Total_Amount,Website_Visits,Time_On_Website,Rating,Returned_Product,Customer_Satisfaction,Salesperson,Region,Warehouse,Profit,Cost,Revenue
372,CUST01006,Sai Joshi,Male,38,Kolkata,West Bengal,India,Platinum,ORD102568,22/11/2024,28/11/2024,Credit Card,Shipped,Sports,Dumbbell Set,1,2440.79,19.177253357271912,68.66,355.09,2396.46,1,2.5,2.0,No,Unsatisfied,Agent_03,East,WH-West,309.42,1239.54,1972.71
373,CUST01112,Karan Verma,Female,18,CHENNAI,Tamil Nadu,India,Regular,ORD102973,09/15/2023,19/09/2023,Credit Card,Delivered,Home & Kitchen,Storage Boxes,2,1487.8,12.843625803042734,77.59,466.82,3137.84,4,15.3,2.0,No,,Agent_20,West,WH-South,235.6,1813.42,2593.43
374,CUST00214,Sneha Patel,MALE,30,Pune,Maharashtra,India,Regular,ORD102940,26/08/2024,,Cash on Delivery,Delivered,Home & Kitchen,Non-Stick Pan,4,1065.76,5.774147975076254,41.16,723.04,4781.09,3,9.8,3.0,No,Very Satisfied,Agent_12,South,WH-West,,2647.51,4016.89
375,CUST00668,Kabir Singh,Male,30,Bhopal,Madhya Pradesh,India,Regular,ORD102027,24-Mar-2023,03/27/2023,Credit Card,Delivered,Beauty,Hair Serum,4,633.24,13.079861841449198,47.6,396.3,2645.55,1,1.0,2.0,No,Satisfied,Agent_09,West,WH-West,503.91,1253.84,2201.65
376,CUST00305,Simran Patel,FEMALE,34,Mumbai,Maharashtra,India,Silver,ORD100668,28/02/2023,2023-03-07,Net Banking,Shipped,Sports,Football,4,1717.09,,47.15,1201.89,7926.23,2,8.9,4.0,No,Unsatisfied,Agent_08,North,WH-West,701.12,4727.03,6677.19
377,CUST01075,Sneha Mehta,Female,36,Mumbai,Maharashtra,India,Regular,ORD102160,2024-08-23,2024-08-29,Net Banking,Returned,Sports,Cricket Bat,6,2137.7,1.5708352619725938,81.34,2272.45,14978.51,1,3.4,3.0,No,Very Unsatisfied,Agent_09,East,WH-East,3173.14,7097.79,12624.72
378,CUST01198,Diya Joshi,M,40,Hyderabad,Telangana,India,Regular,ORD100735,30-Aug-2023,02-Sep-2023,Credit Card,Delivered,Sports,Cricket Bat,3,1304.21,13.884260249508522,46.19,606.49,4022.07,5,10.8,3.0,No,Very Satisfied,Agent_15,South,WH-North,,2126.23,3369.39
379,CUST01103,Myra Joshi,Female,28,Indore,Madhya Pradesh,India,Regular,ORD101371,25-Sep-2024,2024-09-28,Net Banking,Cancelled,Sports,Yoga Mat,3,3259.65,3.897366211732048,179.7,1691.61,11269.14,3,13.5,4.0,No,,Agent_17,North,WH-East,2829.65,4696.87,9397.83
380,CUST01136,Neha Patel,Female,32,,Madhya Pradesh,India,Silver,ORD103745,03/10/2023,2023-10-08,Net Banking,Delivered,Electronics,Smartwatch,3,2394.02,,23.55,1209.0,7949.23,2,18.3,5.0,No,Very Unsatisfied,Agent_06,West,WH-Central,1671.44,3812.69,6716.68
381,CUST00728,Sneha Verma,female,57,BHOPAL,Madhya Pradesh,India,Regular,ORD102085,13/04/2024,2024-04-16,Debit Card,Delivered,Beauty,Face Wash,4,1689.36,15.227353895564582,20.0,1031.12,6779.58,9,5.7,2.0,No,Unsatisfied,Agent_16,South,WH-Central,1934.89,2742.45,5728.46
382,CUST01454,Neha Iyer,Female,27,Mumbai,Maharashtra,India,Silver,ORD100416,07-Apr-2024,10/04/2024,Net Banking,Delivered,Electronics,Smartwatch,5,2432.35,10.36225816287285,59.93,1962.27,12923.72,6,15.8,4.0,No,Satisfied,Agent_12,North,WH-West,844.78,8034.54,10901.52
383,CUST00151,Sai Iyer,Female,38,Bengaluru,Karnataka,India,Regular,ORD103629,06-Feb-2023,07/02/2023,Cash on Delivery,Delivered,Home & Kitchen,Mixer Grinder,5,1163.44,5.670380023126089,128.34,987.72,6603.4,1,3.6,3.0,No,Very Satisfied,Agent_03,South,WH-Central,805.77,3565.51,5487.34
384,CUST00566,Sneha Gupta,Male,32,Kolkata,West Bengal,India,Regular,ORD101852,23/08/2024,26/08/2024,UPI,Delivered,Fashion,Leather Wallet,2,2200.22,27.140700286299854,29.42,577.1,3812.65,4,9.9,2.0,No,Very Satisfied,Agent_07,North,WH-West,666.21,1933.4,3206.13
385,CUST01171,Meera Singh,Female,40,hyderabad,Telangana,India,Silver,ORD101910,20-Mar-2024,2024-03-22,Debit Card,Shipped,Beauty,Hair Serum,5,1649.39,4.00415553125098,80.27,1425.01,9422.01,1,9.0,2.0,No,Very Satisfied,Agent_03,West,WH-East,1667.58,4743.87,7916.73
386,CUST01195,Karan Singh,Female,34,Kolkata,West Bengal,India,Gold,ORD103572,2023-09-15,09/17/2023,Debit Card,Pending,Home & Kitchen,Mixer Grinder,4,1467.9,12.427660951678122,57.93,925.54,6125.37,2,9.5,4.0,No,Neutral,Agent_19,East,WH-West,1477.31,2681.12,5141.9
387,CUST00499,Karan Sharma,Male,41,Pune,Maharashtra,India,Silver,ORD101390,05-Aug-2024,2024-08-09,Cash on Delivery,Shipped,Sports,Dumbbell Set,7,893.25,6.535477796811595,52.75,1051.94,6948.79,5,6.4,5.0,No,Unsatisfied,Agent_01,North,WH-North,,3626.2,5844.1
388,CUST01250,Neha Reddy,Male,43,Delhi,Delhi,India,Gold,ORD103803,22-Nov-2023,28-Nov-2023,Net Banking,Shipped,Home & Kitchen,Non-Stick Pan,5,907.0,3.6254190839911917,34.22,786.71,5191.52,5,15.7,3.0,No,Neutral,Agent_03,South,WH-West,1208.17,2341.49,4370.59
389,CUST00874,Kabir Mehta,Female,18,Hyderabad,Telangana,India,Regular,ORD101918,06-Mar-2023,,UPI,Pending,Electronics,LED Monitor,3,983.95,15.973728025110903,75.9,446.46,3002.69,1,15.4,2.0,No,Neutral,Agent_13,North,WH-Central,125.39,1832.58,2480.33
390,CUST00475,Diya Sharma, Female ,,ahmedabad,Gujarat,India,Regular,ORD103434,16/05/2023,21-May-2023,Credit Card,Delivered,Beauty,Face Wash,3,628.28,,47.03,292.23,1962.74,6,12.7,5.0,No,Satisfied,Agent_11,West,WH-West,,995.79,1623.48
391,CUST00805,Karan Reddy,Female,18,Hyderabad,Telangana,India,Platinum,ORD101137,2023-11-16,11/17/2023,Cash on Delivery,Delivered,Beauty,Hair Serum,5,2062.33,1.7482615560785306,157.09,1823.65,12112.12,1,10.8,1.0,No,Neutral,Agent_05,North,WH-West,,5091.5,10131.38
392,CUST01447,Pooja Joshi,Male,18,Bengaluru,Karnataka,India,Regular,ORD100400,19-Mar-2024,28-Mar-2024,Credit Card,Cancelled,Beauty,Lip Balm Set,3,1627.03,8.299978966472258,111.5,805.67,5393.13,1,12.5,1.0,No,Very Satisfied,Agent_07,East,WH-North,1098.63,2460.16,4475.96
393,CUST01308,Neha Patel,Male,23,Delhi,Delhi,India,Regular,ORD101168,11-Jul-2023,18-Jul-2023,Net Banking,Returned,Beauty,Sunscreen SPF50,5,1293.85,11.169947338679396,32.55,1034.4,6813.59,8,1.1,3.0,No,Very Satisfied,Agent_04,South,WH-South,1381.96,3297.73,5746.64
394,CUST00640,Simran Gupta,Male,43,Delhi,Delhi,India,Silver,ORD102575,01/25/2024,30-Jan-2024,UPI,Delivered,Beauty,Hair Serum,2,1122.96,5.772332501932475,116.46,380.93,2613.67,6,13.6,,No,Very Satisfied,Agent_17,West,WH-West,269.21,1349.68,2116.28
395,CUST01099,Arjun Mehta,Female,41,Bhopal,Madhya Pradesh,India,Silver,ORD103230,03-Oct-2024,07/10/2024,Cash on Delivery,Delivered,Fashion,Running Shoes,5,1123.47,11.38663002885258,112.29,895.99,5986.0,4,2.3,3.0,No,Satisfied,Agent_02,East,WH-North,,3168.82,4977.72
396,CUST00415,Reyansh Joshi,Female,48, Jaipur ,Rajasthan,India,Silver,ORD104062,2024-08-01,2024-08-10,Debit Card,Shipped,Home & Kitchen,Non-Stick Pan,3,1565.55,13.729290739714838,101.54,729.33,4882.7,5,4.9,2.0,No,Unsatisfied,Agent_06,South,WH-East,185.17,3035.79,4051.83
397,CUST01436,Meera Verma,MALE,,Jaipur,Rajasthan,India,Silver,ORD100213,05/19/2023,2023-05-24,Credit Card,Delivered,Fashion,Running Shoes,8,1326.99,1.858972108773509,31.15,1875.34,12325.06,3,30.1,,No,Satisfied,Agent_12,West,WH-South,1541.15,6970.93,10418.57
398,CUST01195,Sneha Nair,MALE,23,Bhopal,Madhya Pradesh,India,Regular,ORD103461,2024-12-19,25-Dec-2024,UPI,Delivered,Home & Kitchen,Mixer Grinder, 2 ,1367.78,8.710960726658207,124.54,449.51,3071.32,2,1.4,4.0,No,Satisfied,Agent_04,South,WH-Central,500.28,1422.94,2497.27
399,CUST00476,Diya Nair,Male,18,Bhopal,Madhya Pradesh,India,Silver,ORD100360,09/07/2023,,Credit Card,Delivered,Beauty,Sunscreen SPF50,4,734.11,17.59739693584022,48.66,435.55,2903.91,7,12.9,4.0,No,,Agent_11,South,WH-North,656.81,1278.68,2419.7
400,CUST00811,Meera Gupta,Male,39,Kolkata,West Bengal,India,Platinum,ORD103014,2023-09-25,09/29/2023,Net Banking,Delivered,Beauty,Hair Serum,5,1238.44,6.067759087765835,20.0,1046.96,6883.43,4,10.2,2.0,No,Unsatisfied,Agent_02,North,WH-East,1340.98,3408.53,5816.47
401,CUST00784,Neha Nair,Male,27,Bhopal,Madhya Pradesh,India,Silver,ORD100438,03/25/2023,03/28/2023,Net Banking,Cancelled,Electronics,Power Bank,2,1536.66,13.312766367720787,61.74,479.55,3205.47,2,6.7,5.0,No,,Agent_09,South,WH-South,838.28,1284.61,2664.18
402,CUST00472,Sai Verma,Male,35,mumbai,Maharashtra,India,Silver,ORD100807,2024-01-04,,Net Banking,Delivered,Home & Kitchen,Mixer Grinder,3,1204.68,12.92216524449388,83.3,566.47,3796.8,12,12.4,5.0,Yes,Neutral,Agent_17,South,WH-West,513.98,1983.28,3147.03
403,CUST00572,Aarav Gupta,Female,49,Kolkata,West Bengal,India,Silver,ORD100487,22-Jan-2024,2024-01-28,UPI,Delivered,Home & Kitchen,Storage Boxes,4,1604.06,10.773056031170702,105.29,1030.5,6860.8,3,2.7,,No,Satisfied,Agent_18,South,WH-East,916.02,3673.2,5725.01
404,CUST01383,Aditya Gupta,Female,27,Pune,Maharashtra,India,Regular,ORD103718,02/17/2023,2023-02-21,Cash on Delivery,Shipped,Electronics,LED Monitor,6,1137.22,3.2030796068234277,89.92,1188.86,7883.54,12,2.4,,No,Unsatisfied,Agent_02,South,WH-East,1736.5,3589.48,6604.76
405,CUST01052,Ananya Joshi,Male,38, Mumbai,Maharashtra,India,Gold,ORD102721,30-Jan-2023,03-Feb-2023,Credit Card,Delivered,Fashion,Leather Wallet,1,1713.21,8.3357692443147,224.58,282.67,2077.65,2,1.4,3.0,No,Neutral,Agent_08,East,WH-North,-72.43,1135.58,1570.4
406,CUST01034,Diya Joshi,Female,29,,Rajasthan,India,Regular,ORD100062,2023-05-31,2023-06-06,Net Banking,Delivered,Fashion,Denim Jeans,4,2002.93,27.475842182639536,34.03,1045.88,6890.34,5,3.0,2.0,No,Satisfied,Agent_17,East,WH-West,1272.61,3457.91,5810.43
407,CUST01125,Neha Mehta,FEMALE,45,Mumbai,Maharashtra,India,Regular,ORD101260,06/01/2023,04-Jun-2023,Credit Card,Delivered,Sports,Football,3,1425.14,19.65362166662782,68.44,618.33,4121.92,1,8.9,3.0,No,Neutral,Agent_16,South,WH-South,804.08,1944.3,3435.15
408,CUST01175,Meera Mehta,Male,38,Kolkata,West Bengal,India,Platinum,ORD102248,2024-02-27,03/03/2024,Net Banking,Delivered,Electronics,Power Bank,3,1331.99,5.5889555411986045,54.31,679.08,4506.03,5,8.5,4.0,No,Satisfied,Agent_14,East,WH-West,,2352.38,3772.64
409,CUST00571,Myra Verma,F,28,,Gujarat,India,Silver,ORD101166,09/05/2024,09/08/2024,Cash on Delivery,Delivered,Sports,Yoga Mat,2,5475.19,15.193597618788212,132.59,1671.59,11090.8,8,36.3,2.0,No,Very Unsatisfied,Agent_04,North,WH-East,1076.35,6406.09,9286.62
410,CUST00158,Sai Nair,Male,49,Pune,Maharashtra,India,Regular,ORD104148,02/03/2023,2023-03-04,UPI,Returned,Beauty,Lip Balm Set,3,885.58,3.7809677630257115,65.64,460.13,3082.06,4,5.4,4.0,No,,Agent_18,East,WH-East,331.42,1699.1,2556.29
411,CUST00086,Reyansh Mehta, Male,,Mumbai,Maharashtra,India,Platinum,ORD102805,25-Jun-2023,2023-06-30,Cash on Delivery,Delivered,Beauty,Lip Balm Set, 6 ,1025.18,4.101426825911761,20.0,1061.78,6980.58,5,2.9,2.0,No,Neutral,Agent_08,West,WH-Central,1013.15,3803.87,5898.8
412,CUST00312,Meera Mehta,Female,32,Pune,Maharashtra,India,Silver,ORD104194,30-Sep-2023,2023-10-03,UPI,Delivered,Home & Kitchen,Mixer Grinder,2,"3,959.96",11.904608779847528,201.66,1255.87,8434.61,6,1.5,4.0,Yes,Unsatisfied,  Agent_01  ,West,WH-South,,4579.8,6977.08
413,CUST01215,Rahul Verma,Male,44,Hyderabad,Telangana,India,Gold,ORD101527,17/08/2024,22/08/2024,Net Banking,Delivered,Beauty,Sunscreen SPF50,4,1094.58,8.968964620527041,79.96,717.41,4783.0,3,17.4,3.0,No,Very Unsatisfied,  Agent_07  ,East,WH-South,881.55,2306.71,3985.63
414,CUST00345,Kabir Sharma,Female,30,Ahmedabad,Gujarat,India,Silver,ORD101731,2024-05-23,29-May-2024,Credit Card,Delivered,Home & Kitchen,Storage Boxes,3,817.63,15.016505482490906,43.37,375.22,2503.14,9,1.9,2.0,No,Neutral,Agent_11,South,WH-South,464.74,1201.22,2084.55
415,CUST00518,Vivaan Nair,Male,38,Kolkata,West Bengal,India,Silver,ORD103308,30/10/2024,2024-11-09,Cash on Delivery,Delivered,Sports,Yoga Mat,5,742.4,18.327063584276196,59.65,545.71,3637.06,1,7.4,5.0,No,Very Satisfied,Agent_13,East,WH-Central,,1519.89,3031.7
416,CUST00841,Reyansh Iyer,Male,36,Delhi,Delhi,India,Regular,ORD102075,04/26/2024,29/04/2024,UPI,Delivered,Beauty,Lip Balm Set,6,2127.22,6.393657571305859,97.26,2150.51,14195.05,2,3.6,,No,Satisfied,Agent_10,North,WH-West,,7665.08,11947.28
417,CUST01252,Arjun Joshi,Male,27,Bengaluru,Karnataka,India,Regular,ORD100949,18-Dec-2024,12/23/2024,UPI,Delivered,Home & Kitchen,Non-Stick Pan, 3 ,986.91,11.661483518548776,135.25,470.78,3221.49,2,600.0,2.0,No,Satisfied,Agent_04,West,WH-South,201.58,1807.85,2615.46
418,CUST01148,Sneha Reddy,MALE,45,Ahmedabad,Gujarat,India,Gold,ORD101209,22-Feb-2024,02/29/2024,Cash on Delivery,Cancelled,Sports,Cricket Bat,4,2473.61,13.925891406526361,45.07,1532.98,10094.6,1,4.6,,No,Satisfied,Agent_17,South,WH-South,1475.37,5463.13,8516.55
419,CUST01268,Myra Nair,Female,36,Hyderabad,Telangana,India,Regular,ORD102585,27/03/2024,30-Mar-2024,UPI,Shipped,Home & Kitchen,LED Bulb Pack,4,509.75,19.540279053739553,105.36,295.3,2041.23,7,16.2,5.0,No,Neutral,Agent_01,South,WH-North,209.25,1030.66,1640.57
420,CUST00454,Diya Patel,Female,29,Pune,Maharashtra,India,Regular,ORD102318,06/06/2023,2023-06-11,Cash on Delivery,Delivered,Beauty,Hair Serum,1,2250.65,21.55135360942144,49.66,317.81,2133.07,5,2.4,5.0,No,Satisfied,Agent_01,North,WH-Central,602.86,795.27,1765.6
421,CUST01173,Sneha Mehta,Male,,Lucknow,Uttar Pradesh,India,Gold,ORD102532,17-Apr-2023,2023-04-21,Net Banking,Pending,Sports,Football,6,1293.96,12.424238887488293,72.23,1223.85,8095.25,3,5.1,5.0,Yes,Very Satisfied,Agent_10,South,WH-South,1691.34,3811.75,6799.17
422,CUST00614,Sai Reddy,Female,28,Pune,Maharashtra,India,Platinum,ORD103045,25/03/2023,31/03/2023,Cash on Delivery,Pending,Electronics,Smartwatch,2,2027.84,11.609694664807183,209.55,645.27,4439.65,4,7.3,4.0,No,Satisfied,Agent_04,South,WH-East,719.6,2010.41,3584.83
423,CUST01150,Priya Gupta,Male,18,Indore,Madhya Pradesh,India,Regular,ORD100569,03/12/2023,17-Mar-2023,Cash on Delivery,Delivered,Fashion,Leather Wallet,4,1834.22,8.037715132167058,82.53,1214.49,8044.18,7,20.0,3.0,No,Satisfied,Agent_16,North,WH-West,825.19,4624.95,6747.16
424,CUST00049,Neha Gupta,Male,25,Bengaluru,Karnataka,India,Gold,ORD102276,2023-03-22,2023-03-26,Cash on Delivery,Delivered,Electronics,LED Monitor,3,1364.75,,119.81,663.12,4466.91,2,2.4,,No,Unsatisfied,Agent_18,South,WH-West,1280.3,1620.75,3683.98
425,CUST00377,Sai Gupta,Male,43,Mumbai,Maharashtra,India,Regular,ORD103172,11/23/2023,,Credit Card,Shipped,Beauty,Face Wash,5,3087.99,5.3282532671253,65.2,2631.11,17313.58,5,4.5,1.0,No,Satisfied,Agent_01,West,WH-South,,10036.2,14617.27
426,CUST00647,Rohan Singh,Male,38,Jaipur,Rajasthan,India,Regular,ORD100157,2023-03-03,10-Mar-2023,Net Banking,Delivered,Home & Kitchen,LED Bulb Pack,5,1601.3,9.612490541935195,97.87,1302.64,8637.39,1,1.4,,No,Satisfied,Agent_03,East,WH-South,2599.02,3237.35,7236.88
427,CUST01382,Ananya Gupta,Male,37,Ahmedabad,Gujarat,India,Silver,ORD100474,25-May-2023,,UPI,Delivered,Beauty,Lip Balm Set,2,1277.52,6.7599962752194385,129.95,428.82,2941.09,6,12.7,2.0,No,Neutral,Agent_19,East,WH-Central,347.05,1476.5,2382.32
428,CUST00221,Reyansh Gupta,Male,28,Jaipur,Rajasthan,India,Silver,ORD100932,2023-12-25,12/30/2023,Net Banking,Cancelled,Beauty,Face Wash,2,1389.15,14.543603820134777,148.91,427.36,2950.51,1,3.5,5.0,No,Very Unsatisfied,Agent_14,West,WH-South,151.25,1646.72,2374.24
429,CUST01497,Priya Mehta,Female,,Indore,Madhya Pradesh,India,Silver,ORD100156,12/01/2023,14/01/2023,UPI,Delivered,Fashion,Cotton T-Shirt,3,1138.94,4.381234307199336,182.72,588.08,4037.92,9,14.4,3.0,No,Very Satisfied,  Agent_05  ,South,WH-West,,1829.06,3267.12
430,CUST01243,Kabir Verma,Male,36,Delhi,Delhi,India,Silver,ORD100439,05/07/2023,10-Jul-2023,Credit Card,Delivered,Home & Kitchen,LED Bulb Pack,2,1600.87,,57.91,496.02,3309.61,12,18.1,2.0,No,Very Unsatisfied,Agent_02,East,WH-North,157.46,2044.29,2755.68
431,CUST01053,Kabir Verma, Male,29,Pune,Maharashtra,India,Gold,ORD102779,2023-12-18,23/12/2023,UPI,Shipped,Fashion,Denim Jeans,3,1914.69,,198.69,626.72,4307.17,8,4.7,3.0,No,Unsatisfied,Agent_05,West,WH-North,240.37,2415.98,3481.76
432,CUST00880,Ananya Iyer,F,31,Hyderabad,Telangana,India,Silver,ORD101965,01-Jul-2023,08/07/2023,Credit Card,Delivered,Sports,Football,4,1161.17,5.171305393970249,20.0,792.81,5217.3,6,2.4,2.0,No,,Agent_16,North,WH-West,,2999.5,4404.49
433,CUST00286,Ananya Reddy,Male,23,Ahmedabad,Gujarat,India,Gold,ORD100109,2024-05-17,21/05/2024,UPI,Delivered,Home & Kitchen,Non-Stick Pan,1,2567.12,30.92076796186217,80.81,319.2,2173.36,2,7.0,1.0,No,Unsatisfied,Agent_20,South,WH-North,275.13,1098.21,1773.35
434,CUST00504,Myra Patel,Female,56,,Madhya Pradesh,India,Gold,ORD100713,01-Oct-2024,2024-10-09,Net Banking,Shipped,Electronics,Power Bank,3,2647.15,12.39496044084784,97.19,1252.28,8306.58,4,2.8,3.0,No,Unsatisfied,Agent_06,North,WH-Central,202.75,5404.89,6957.11
435,CUST01203,Meera Verma,Female,49,Lucknow,Uttar Pradesh,India,Gold,ORD102245,18/09/2023,23-Sep-2023,Credit Card,Cancelled,Fashion,Leather Wallet,5,892.72,23.19050086223768,126.59,617.12,4172.18,2,26.0,4.0,No,Very Satisfied,Agent_08,North,WH-Central,733.34,1951.42,3428.47
436,CUST00498,Simran Nair,Male,39,Mumbai,Maharashtra,India,Silver,ORD103910,26/07/2024,2024-07-28,UPI,Pending,Beauty,Sunscreen SPF50,5,750.53,5.704742233522739,93.11,636.94,4268.62,3,4.6,,No,Very Unsatisfied,Agent_15,East,WH-South,,2175.63,3538.57
437,CUST01079,Arjun Reddy,Female,38,Bhopal,Madhya Pradesh,India,Regular,ORD103249,2023-05-02,04-May-2023,Debit Card,Returned,Fashion,Leather Wallet,4,1616.3,6.16798644213291,30.08,1091.96,7188.47,1,25.1,1.0,No,Very Unsatisfied,Agent_15,West,WH-South,1274.26,3670.13,6066.43
438,CUST00608,Meera Gupta,Male,24,Delhi,Delhi,India,Platinum,ORD102478,2024-03-18,21-Mar-2024,Credit Card,Cancelled,Electronics,LED Monitor,3,"3,158.46",11.538698986356437,101.61,1508.77,9992.42,10,14.6,3.0,No,Very Satisfied,Agent_09,East,WH-Central,2106.68,4664.98,8382.04
439,CUST00041,Rohan Mehta,M,31,Bhopal,Madhya Pradesh,India,Regular,ORD102295,2024-06-16,17-Jun-2024,Credit Card,Delivered,Home & Kitchen,Mixer Grinder,6,1957.17,15.473319427384014,37.56,1786.68,11750.23,1,31.8,,No,,Agent_20,West,WH-South,2054.89,6046.86,9925.99
440,CUST01443,Reyansh Singh,male,20,Lucknow,Uttar Pradesh,India,Regular,ORD100517,09/06/2024,08-Sep-2024,Credit Card,Returned,Beauty,Sunscreen SPF50,3,888.08,13.751005446222939,20.0,413.62,2731.5,2,600.0,4.0,No,Unsatisfied,Agent_17,North,WH-East,,1247.12,2297.88
441,CUST00489,Aditya Reddy,Female,, Mumbai,Maharashtra,India,Silver,ORD104061,2023-07-22,24-Jul-2023,Net Banking,Delivered,Sports,Yoga Mat,4,2031.92,15.666207753471962,70.5,1233.79,8158.67,1,2.9,5.0,No,Very Satisfied,Agent_15,North,WH-North,1673.8,3876.29,6854.38
442,CUST00332,Aarav Nair,MALE,18,Mumbai,Maharashtra,India,Gold,ORD101864,2023-11-08,11-Nov-2023,UPI,Delivered,Beauty,Hair Serum,3,1766.93,5.173166900140338,20.0,904.78,5951.35,3,4.5,4.0,No,Satisfied,Agent_17,West,WH-East,1004.12,3097.67,5026.57
443,CUST01288,Karan Iyer,FEMALE,32,Bhopal,Madhya Pradesh,India,Silver,ORD101925,2024-12-04,06-Dec-2024,Cash on Delivery,Delivered,Sports,Football,6,1400.19,6.99427276606497,84.16,1406.44,9304.14,2,20.9,3.0,No,Very Satisfied,Agent_07,West,WH-South,1802.45,4520.49,7813.54
444,CUST01050,Rahul Verma,Male,58,Bengaluru,Karnataka,India,Platinum,ORD103524,2024-05-11,05/16/2024,Debit Card,Delivered,Beauty,Lip Balm Set,6,3016.61,6.8946165718338355,159.95,3033.32,20045.03,2,6.8,5.0,No,Satisfied,Agent_15,East,WH-East,,10462.61,16851.76
445,CUST00551,Vivaan Sharma,Male,,Jaipur,Rajasthan,India,Gold,ORD103077,09/16/2024,09/23/2024,Net Banking,Delivered,Electronics,Bluetooth Earbuds,9,917.03,6.647646275811413,33.48,1386.83,9124.93,3,4.5,4.0,No,Very Satisfied,Agent_06,North,WH-North,1599.52,4684.79,7704.62
446,CUST00406,Priya Mehta,Female,34, Chennai ,Tamil Nadu,India,Silver,ORD101892,28-Jun-2024,2024-07-01,Cash on Delivery,Shipped,Beauty,Face Wash,4,2062.24,9.120542986105884,20.0,1349.39,8866.0,12,2.7,2.0,No,Neutral,Agent_09,West,WH-South,1805.68,4321.54,7496.61
447,CUST00191,Reyansh Mehta,Female,52,Kolkata,West Bengal,India,Silver,ORD101844,16/05/2023,18/05/2023,Debit Card,Returned,Sports,Football,5,501.19,20.292373391654525,49.65,359.54,2406.62,3,13.5,,No,Satisfied,Agent_16,East,WH-West,269.13,1319.11,1997.43
448,CUST00643,Sai Nair,Female,31,Chennai,Tamil Nadu,India,Platinum,ORD101210,19-Feb-2023,02/23/2023,UPI,Shipped,Beauty,Hair Serum,4,1673.84,,96.47,1010.76,6722.58,7,2.8,3.0,No,Satisfied,Agent_02,South,WH-West,1046.69,3461.43,5615.35
449,CUST00199,Ananya Nair,Male,38,,Karnataka,India,Gold,ORD102050,13-Sep-2024,2024-09-17,Net Banking,Delivered,Fashion,Denim Jeans,5,1439.35,19.563399661312243,83.99,1041.99,6914.8,6,22.1,3.0,No,Unsatisfied,Agent_08,West,WH-West,1259.81,3403.03,5788.82
450,CUST00815,Neha Mehta,FEMALE,42,Bengaluru,Karnataka,India,Gold,ORD102016,07/28/2024,04-Aug-2024,UPI,Delivered,Fashion,Cotton T-Shirt,4,2174.48,33.300432756301156,40.87,1044.26,6886.6,6,11.0,3.0,No,,Agent_19,West,WH-West,1905.67,2810.67,5801.47
451,CUST00564,Arjun Mehta,Female,18,chennai,Tamil Nadu,India,Gold,ORD103511,26/09/2024,,UPI,Shipped,Home & Kitchen,Mixer Grinder,3,1127.4,3.8727050267269334,189.4,585.22,4025.84,1,1.2,,No,Satisfied,Agent_15,South,WH-South,400.31,2076.29,3251.22
452,CUST01222,Karan Singh,Female,37,Ahmedabad,Gujarat,India,Gold,ORD100871,2023-03-05,10/03/2023,Debit Card,Delivered,Electronics,Power Bank,3,1634.33,2.9965164104218904,93.8,856.09,5705.96,5,1.6,4.0,No,Unsatisfied,Agent_09,North,WH-North,972.59,2833.59,4756.07
453,CUST00557,Simran Singh,Female,34,Delhi,Delhi,India,Silver,ORD102605,15/05/2023,2023-05-16,Net Banking,Pending,Home & Kitchen,Mixer Grinder,5,730.38,22.18411222306422,60.87,511.52,3414.15,1,14.3,3.0,No,Very Unsatisfied,Agent_04,East,WH-Central,615.21,1654.16,2841.76
454,CUST01003,Aarav Sharma,Female,18,lucknow,Uttar Pradesh,India,Silver,ORD103350,24-Nov-2023,2023-11-29,UPI,Cancelled,Home & Kitchen,Storage Boxes,4,990.4,11.372074286720174,62.26,631.99,4205.33,4,4.4,4.0,Yes,,Agent_19,South,WH-North,890.3,1926.53,3511.08
455,CUST00103,Reyansh Nair,Female,30,Ahmedabad,Gujarat,India,Silver,ORD102376,2024-09-21,26-Sep-2024,Credit Card,Pending,Beauty,Hair Serum,5,374.27,10.795698564585917,62.85,300.48,2032.65,2,13.5,3.0,No,Satisfied,Agent_13,South,WH-Central,186.52,1119.47,1669.32
456,CUST00474,Reyansh Gupta,Female,36,hyderabad,Telangana,India,Gold,ORD102189,08/11/2023,14/08/2023,Cash on Delivery,Delivered,Electronics,Smartwatch,5,1782.28,15.795380580723272,42.46,1350.69,8896.96,3,14.6,5.0,No,Satisfied,Agent_16,South,WH-Central,996.5,5114.16,7503.81
457,CUST00824,Myra Nair,F,32,Hyderabad,Telangana,India,Platinum,ORD102644,10/04/2023,2023-10-10,Credit Card,Shipped,Electronics,Power Bank,5,1585.37,7.386178041222245,259.8,1321.44,8922.6,6,6.0,,No,Satisfied,Agent_11,South,WH-Central,1597.24,4162.88,7341.36
458,CUST00327,Aarav Verma,Male,35,Hyderabad,Telangana,India,Silver,ORD102783,25-Jun-2024,2024-06-30,Net Banking,Shipped,Fashion,Denim Jeans,5,1048.39,12.490479084315021,20.0,825.7,5432.91,2,18.9,4.0,No,Very Satisfied,Agent_04,South,WH-North,,2478.51,4587.21
